
50
(
(0 ((0 0 0) (0 0 0)))
(0.0010204082 ((0 0 0) (0 0 1.9221066)))
(0.0020408163 ((0 0 0) (0 0 3.8363149)))
(0.0030612245 ((0 0 0) (0 0 5.7347589)))
(0.0040816327 ((0 0 0) (0 0 7.6096375)))
(0.0051020408 ((0 0 0) (0 0 9.4532465)))
(0.006122449 ((0 0 0) (0 0 11.25801)))
(0.0071428571 ((0 0 0) (0 0 13.016512)))
(0.0081632653 ((0 0 0) (0 0 14.721527)))
(0.0091836735 ((0 0 0) (0 0 16.366047)))
(0.010204082 ((0 0 0) (0 0 17.943316)))
(0.01122449 ((0 0 0) (0 0 19.446852)))
(0.012244898 ((0 0 0) (0 0 20.870477)))
(0.013265306 ((0 0 0) (0 0 22.20834)))
(0.014285714 ((0 0 0) (0 0 23.454944)))
(0.015306122 ((0 0 0) (0 0 24.605168)))
(0.016326531 ((0 0 0) (0 0 25.654283)))
(0.017346939 ((0 0 0) (0 0 26.597979)))
(0.018367347 ((0 0 0) (0 0 27.432379)))
(0.019387755 ((0 0 0) (0 0 28.154053)))
(0.020408163 ((0 0 0) (0 0 28.760036)))
(0.021428571 ((0 0 0) (0 0 29.247837)))
(0.02244898 ((0 0 0) (0 0 29.615454)))
(0.023469388 ((0 0 0) (0 0 29.861373)))
(0.024489796 ((0 0 0) (0 0 29.984586)))
(0.025510204 ((0 0 0) (0 0 29.984586)))
(0.026530612 ((0 0 0) (0 0 29.861373)))
(0.02755102 ((0 0 0) (0 0 29.615454)))
(0.028571429 ((0 0 0) (0 0 29.247837)))
(0.029591837 ((0 0 0) (0 0 28.760036)))
(0.030612245 ((0 0 0) (0 0 28.154053)))
(0.031632653 ((0 0 0) (0 0 27.432379)))
(0.032653061 ((0 0 0) (0 0 26.597979)))
(0.033673469 ((0 0 0) (0 0 25.654283)))
(0.034693878 ((0 0 0) (0 0 24.605168)))
(0.035714286 ((0 0 0) (0 0 23.454944)))
(0.036734694 ((0 0 0) (0 0 22.20834)))
(0.037755102 ((0 0 0) (0 0 20.870477)))
(0.03877551 ((0 0 0) (0 0 19.446852)))
(0.039795918 ((0 0 0) (0 0 17.943316)))
(0.040816327 ((0 0 0) (0 0 16.366047)))
(0.041836735 ((0 0 0) (0 0 14.721527)))
(0.042857143 ((0 0 0) (0 0 13.016512)))
(0.043877551 ((0 0 0) (0 0 11.25801)))
(0.044897959 ((0 0 0) (0 0 9.4532465)))
(0.045918367 ((0 0 0) (0 0 7.6096375)))
(0.046938776 ((0 0 0) (0 0 5.7347589)))
(0.047959184 ((0 0 0) (0 0 3.8363149)))
(0.048979592 ((0 0 0) (0 0 1.9221066)))
(0.05 ((0 0 0) (0 0 3.6739404e-15)))
)

